player_name,prop_type,matchup,line,over_price,under_price,min_L5,reb_chances_L5,reb_L5,touches_L5,passes_L5,ast_L5,usage_L5,fga_L5,pts_L5,fg3a_L5,fg3m_L5,brecha_reb,brecha_ast,pred_reb,pred_ast,pred_pts,pred_3pt,prediccion_ludo,diferencia,diferencia_abs
Mikal Bridges,PR,New York Knicks @ Atlanta Hawks,10.5,1.88,1.87,27.1799999237061,2.6,1.4,28.4,20.6,1.4,0.1252,6.4,7.2,3.0,0.8,1.2000000000000002,19.200000000000003,1.8861198,1.4977328,8.903197,1.1824075,10.8,0.3000000000000007,0.3000000000000007
Mitchell Robinson,PR,New York Knicks @ Atlanta Hawks,9.5,1.77,1.98,14.9400001525879,7.4,5.8,13.0,9.8,0.4,0.1268,3.0,6.2,0.0,0.0,1.6000000000000005,9.4,5.1858125,0.7285082,5.2921605,0.029892962,10.5,1.0,1.0
Jalen Brunson,PRA,New York Knicks @ Atlanta Hawks,37.5,1.82,1.93,36.0800003051758,5.0,2.6,77.2,49.8,5.8,0.333,22.4,28.2,6.2,2.6,2.4,44.0,3.6290374,5.4761195,26.408432,2.1579096,35.5,-2.0,2.0
Karl-Anthony Towns,PRA,New York Knicks @ Atlanta Hawks,35.5,1.83,1.93,32.7799987792969,13.0,11.4,40.6,25.2,5.2,0.219,10.8,20.0,3.4,1.6,1.5999999999999996,20.0,8.600518,3.9309666,18.341806,1.3197665,30.9,-4.600000000000001,4.600000000000001
Jalen Johnson,PRA,New York Knicks @ Atlanta Hawks,35.5,1.91,1.84,36.4799995422363,11.0,7.6,62.4,44.6,5.0,0.244,15.4,19.2,5.2,1.4,3.4000000000000004,39.6,6.9381795,5.0661345,19.075546,1.7572432,31.1,-4.399999999999999,4.399999999999999
OG Anunoby,PRA,New York Knicks @ Atlanta Hawks,26.5,1.94,1.81,37.3599998474121,12.2,9.0,36.2,22.4,1.0,0.1636,11.6,20.0,4.8,2.6,3.1999999999999993,21.4,8.381262,1.4500082,14.504039,2.0361006,24.3,-2.1999999999999993,2.1999999999999993
Josh Hart,PRA,New York Knicks @ Atlanta Hawks,24.5,1.81,1.94,34.7200004577637,13.6,10.0,50.2,40.6,4.8,0.151,9.2,9.4,3.8,0.6,3.5999999999999996,35.800000000000004,7.3367033,3.407371,11.119559,1.4532824,21.9,-2.6000000000000014,2.6000000000000014
Nickeil Alexander-Walker,PRA,New York Knicks @ Atlanta Hawks,23.5,1.91,1.84,36.7,5.4,2.6,35.0,21.6,2.8,0.1872,12.6,14.2,7.8,3.4,2.8000000000000003,18.8,5.352302,2.2479386,13.215783,2.7915933,20.8,-2.6999999999999993,2.6999999999999993
Onyeka Okongwu,PRA,New York Knicks @ Atlanta Hawks,22.5,1.79,1.95,33.3999992370605,10.2,6.8,36.4,27.0,1.8,0.1456,8.4,14.2,4.0,2.0,3.3999999999999995,25.2,5.5592537,1.758848,12.449012,1.5196462,19.8,-2.6999999999999993,2.6999999999999993
Dyson Daniels,PRA,New York Knicks @ Atlanta Hawks,21.5,1.98,1.78,30.1600006103516,10.4,7.4,49.8,41.8,6.0,0.1444,7.4,8.2,2.2,0.6,3.0,35.8,6.340126,4.2053375,9.754241,0.9705952,20.3,-1.1999999999999993,1.1999999999999993
Jonathan Kuminga,PRA,New York Knicks @ Atlanta Hawks,19.5,1.97,1.78,26.6,4.8,3.6,25.6,13.0,0.6,0.2204,10.6,14.2,4.2,0.8,1.1999999999999997,12.4,3.0301323,1.1710725,12.378682,1.4933081,16.6,-2.8999999999999986,2.8999999999999986
Mikal Bridges,PRA,New York Knicks @ Atlanta Hawks,12.5,1.77,1.98,27.1799999237061,2.6,1.4,28.4,20.6,1.4,0.1252,6.4,7.2,3.0,0.8,1.2000000000000002,19.200000000000003,1.8861198,1.4977328,8.903197,1.1824075,12.3,-0.1999999999999993,0.1999999999999993
Mitchell Robinson,PRA,New York Knicks @ Atlanta Hawks,10.5,1.88,1.86,14.9400001525879,7.4,5.8,13.0,9.8,0.4,0.1268,3.0,6.2,0.0,0.0,1.6000000000000005,9.4,5.1858125,0.7285082,5.2921605,0.029892962,11.2,0.6999999999999993,0.6999999999999993
Karl-Anthony Towns,REB,New York Knicks @ Atlanta Hawks,12.5,2.05,1.72,32.7799987792969,13.0,11.4,40.6,25.2,5.2,0.219,10.8,20.0,3.4,1.6,1.5999999999999996,20.0,8.600518,3.9309666,18.341806,1.3197665,8.6,-3.9000000000000004,3.9000000000000004
Jalen Johnson,REB,New York Knicks @ Atlanta Hawks,8.5,1.68,2.11,36.4799995422363,11.0,7.6,62.4,44.6,5.0,0.244,15.4,19.2,5.2,1.4,3.4000000000000004,39.6,6.9381795,5.0661345,19.075546,1.7572432,6.9,-1.5999999999999996,1.5999999999999996
Josh Hart,REB,New York Knicks @ Atlanta Hawks,8.5,1.95,1.8,34.7200004577637,13.6,10.0,50.2,40.6,4.8,0.151,9.2,9.4,3.8,0.6,3.5999999999999996,35.800000000000004,7.3367033,3.407371,11.119559,1.4532824,7.3,-1.2000000000000002,1.2000000000000002
Onyeka Okongwu,REB,New York Knicks @ Atlanta Hawks,7.5,2.01,1.75,33.3999992370605,10.2,6.8,36.4,27.0,1.8,0.1456,8.4,14.2,4.0,2.0,3.3999999999999995,25.2,5.5592537,1.758848,12.449012,1.5196462,5.6,-1.9000000000000004,1.9000000000000004
OG Anunoby,REB,New York Knicks @ Atlanta Hawks,7.5,2.1,1.69,37.3599998474121,12.2,9.0,36.2,22.4,1.0,0.1636,11.6,20.0,4.8,2.6,3.1999999999999993,21.4,8.381262,1.4500082,14.504039,2.0361006,8.4,0.9000000000000004,0.9000000000000004
Dyson Daniels,REB,New York Knicks @ Atlanta Hawks,6.5,1.83,1.92,30.1600006103516,10.4,7.4,49.8,41.8,6.0,0.1444,7.4,8.2,2.2,0.6,3.0,35.8,6.340126,4.2053375,9.754241,0.9705952,6.3,-0.20000000000000018,0.20000000000000018
Mitchell Robinson,REB,New York Knicks @ Atlanta Hawks,5.5,1.71,2.06,14.9400001525879,7.4,5.8,13.0,9.8,0.4,0.1268,3.0,6.2,0.0,0.0,1.6000000000000005,9.4,5.1858125,0.7285082,5.2921605,0.029892962,5.2,-0.2999999999999998,0.2999999999999998
Jonathan Kuminga,REB,New York Knicks @ Atlanta Hawks,4.5,1.82,1.93,26.6,4.8,3.6,25.6,13.0,0.6,0.2204,10.6,14.2,4.2,0.8,1.1999999999999997,12.4,3.0301323,1.1710725,12.378682,1.4933081,3.0,-1.5,1.5
Jalen Brunson,REB,New York Knicks @ Atlanta Hawks,3.5,2.33,1.57,36.0800003051758,5.0,2.6,77.2,49.8,5.8,0.333,22.4,28.2,6.2,2.6,2.4,44.0,3.6290374,5.4761195,26.408432,2.1579096,3.6,0.10000000000000009,0.10000000000000009
Nickeil Alexander-Walker,REB,New York Knicks @ Atlanta Hawks,2.5,1.62,2.22,36.7,5.4,2.6,35.0,21.6,2.8,0.1872,12.6,14.2,7.8,3.4,2.8000000000000003,18.8,5.352302,2.2479386,13.215783,2.7915933,5.4,2.9000000000000004,2.9000000000000004
Mikal Bridges,REB,New York Knicks @ Atlanta Hawks,2.5,2.32,1.57,27.1799999237061,2.6,1.4,28.4,20.6,1.4,0.1252,6.4,7.2,3.0,0.8,1.2000000000000002,19.200000000000003,1.8861198,1.4977328,8.903197,1.1824075,1.9,-0.6000000000000001,0.6000000000000001
Karl-Anthony Towns,RA,New York Knicks @ Atlanta Hawks,16.5,2.02,1.75,32.7799987792969,13.0,11.4,40.6,25.2,5.2,0.219,10.8,20.0,3.4,1.6,1.5999999999999996,20.0,8.600518,3.9309666,18.341806,1.3197665,12.5,-4.0,4.0
Jalen Johnson,RA,New York Knicks @ Atlanta Hawks,14.5,1.77,1.99,36.4799995422363,11.0,7.6,62.4,44.6,5.0,0.244,15.4,19.2,5.2,1.4,3.4000000000000004,39.6,6.9381795,5.0661345,19.075546,1.7572432,12.0,-2.5,2.5
Josh Hart,RA,New York Knicks @ Atlanta Hawks,13.5,1.99,1.77,34.7200004577637,13.6,10.0,50.2,40.6,4.8,0.151,9.2,9.4,3.8,0.6,3.5999999999999996,35.800000000000004,7.3367033,3.407371,11.119559,1.4532824,10.7,-2.8000000000000007,2.8000000000000007
Dyson Daniels,RA,New York Knicks @ Atlanta Hawks,11.5,1.81,1.94,30.1600006103516,10.4,7.4,49.8,41.8,6.0,0.1444,7.4,8.2,2.2,0.6,3.0,35.8,6.340126,4.2053375,9.754241,0.9705952,10.5,-1.0,1.0
Jalen Brunson,RA,New York Knicks @ Atlanta Hawks,9.5,1.78,1.98,36.0800003051758,5.0,2.6,77.2,49.8,5.8,0.333,22.4,28.2,6.2,2.6,2.4,44.0,3.6290374,5.4761195,26.408432,2.1579096,9.1,-0.40000000000000036,0.40000000000000036
Onyeka Okongwu,RA,New York Knicks @ Atlanta Hawks,9.5,1.86,1.88,33.3999992370605,10.2,6.8,36.4,27.0,1.8,0.1456,8.4,14.2,4.0,2.0,3.3999999999999995,25.2,5.5592537,1.758848,12.449012,1.5196462,7.3,-2.2,2.2
OG Anunoby,RA,New York Knicks @ Atlanta Hawks,9.5,2.02,1.75,37.3599998474121,12.2,9.0,36.2,22.4,1.0,0.1636,11.6,20.0,4.8,2.6,3.1999999999999993,21.4,8.381262,1.4500082,14.504039,2.0361006,9.8,0.3000000000000007,0.3000000000000007
Nickeil Alexander-Walker,RA,New York Knicks @ Atlanta Hawks,5.5,1.68,2.11,36.7,5.4,2.6,35.0,21.6,2.8,0.1872,12.6,14.2,7.8,3.4,2.8000000000000003,18.8,5.352302,2.2479386,13.215783,2.7915933,7.6,2.0999999999999996,2.0999999999999996
Mikal Bridges,RA,New York Knicks @ Atlanta Hawks,4.5,1.95,1.8,27.1799999237061,2.6,1.4,28.4,20.6,1.4,0.1252,6.4,7.2,3.0,0.8,1.2000000000000002,19.200000000000003,1.8861198,1.4977328,8.903197,1.1824075,3.4,-1.1,1.1
Nickeil Alexander-Walker,3PT,New York Knicks @ Atlanta Hawks,3.5,2.29,1.58,36.7,5.4,2.6,35.0,21.6,2.8,0.1872,12.6,14.2,7.8,3.4,2.8000000000000003,18.8,5.352302,2.2479386,13.215783,2.7915933,2.8,-0.7000000000000002,0.7000000000000002
Jalen Brunson,3PT,New York Knicks @ Atlanta Hawks,2.5,2.06,1.71,36.0800003051758,5.0,2.6,77.2,49.8,5.8,0.333,22.4,28.2,6.2,2.6,2.4,44.0,3.6290374,5.4761195,26.408432,2.1579096,2.2,-0.2999999999999998,0.2999999999999998
OG Anunoby,3PT,New York Knicks @ Atlanta Hawks,2.5,2.15,1.66,37.3599998474121,12.2,9.0,36.2,22.4,1.0,0.1636,11.6,20.0,4.8,2.6,3.1999999999999993,21.4,8.381262,1.4500082,14.504039,2.0361006,2.0,-0.5,0.5
Onyeka Okongwu,3PT,New York Knicks @ Atlanta Hawks,1.5,1.66,2.15,33.3999992370605,10.2,6.8,36.4,27.0,1.8,0.1456,8.4,14.2,4.0,2.0,3.3999999999999995,25.2,5.5592537,1.758848,12.449012,1.5196462,1.5,0.0,0.0
Miles McBride,3PT,New York Knicks @ Atlanta Hawks,1.5,1.68,2.11,21.6200000762939,2.6,1.2,25.8,18.4,1.0,0.1492,6.8,6.4,4.6,2.0,1.4000000000000001,17.4,1.7965736,1.347327,8.034097,1.6276512,1.6,0.10000000000000009,0.10000000000000009
Jalen Johnson,3PT,New York Knicks @ Atlanta Hawks,1.5,2.0,1.76,36.4799995422363,11.0,7.6,62.4,44.6,5.0,0.244,15.4,19.2,5.2,1.4,3.4000000000000004,39.6,6.9381795,5.0661345,19.075546,1.7572432,1.8,0.30000000000000004,0.30000000000000004
Karl-Anthony Towns,3PT,New York Knicks @ Atlanta Hawks,1.5,2.19,1.63,32.7799987792969,13.0,11.4,40.6,25.2,5.2,0.219,10.8,20.0,3.4,1.6,1.5999999999999996,20.0,8.600518,3.9309666,18.341806,1.3197665,1.3,-0.19999999999999996,0.19999999999999996
Josh Hart,3PT,New York Knicks @ Atlanta Hawks,1.5,2.43,1.53,34.7200004577637,13.6,10.0,50.2,40.6,4.8,0.151,9.2,9.4,3.8,0.6,3.5999999999999996,35.800000000000004,7.3367033,3.407371,11.119559,1.4532824,1.5,0.0,0.0
Mikal Bridges,3PT,New York Knicks @ Atlanta Hawks,1.5,2.63,1.46,27.1799999237061,2.6,1.4,28.4,20.6,1.4,0.1252,6.4,7.2,3.0,0.8,1.2000000000000002,19.200000000000003,1.8861198,1.4977328,8.903197,1.1824075,1.2,-0.30000000000000004,0.30000000000000004
Jonathan Kuminga,3PT,New York Knicks @ Atlanta Hawks,0.5,1.41,2.82,26.6,4.8,3.6,25.6,13.0,0.6,0.2204,10.6,14.2,4.2,0.8,1.1999999999999997,12.4,3.0301323,1.1710725,12.378682,1.4933081,1.5,1.0,1.0
Gabe Vincent,3PT,New York Knicks @ Atlanta Hawks,0.5,1.46,2.63,16.0599998474121,2.0,0.6,11.6,8.2,1.4,0.1334,4.0,5.2,3.4,1.2,1.4,6.799999999999999,1.3615018,0.842687,4.77374,1.1746633,1.2,0.7,0.7
